delegate,voting_power
0x2f33f5de63e8b0c6a539e5c51c334ce51a96f9f9,825.9076020024038
0xfa457c009641f6041eb23a5ae3547bd51b756958,825.2690560132504
0xe07b967b171fd23bb1e00687b0d51f82ee0bab6a,824.9649951522169
0x28b152991d61baf9b8e8fbd21cbb46a632f7e9f0,824.3427509116968
0x0072b9fb38d6ab45e53676791e907e0cddf94449,824.3240975140882
0x55b32bc41a6df42a7e9f7f49e03d6089e080b064,823.3607806522999
0x857e0656325996593b1b56e43b3207cd1ca8e38d,822.7698528875378
0x05a7eb929209f5c1f2f08dd087b64bb1beba99fe,821.7366193065288
0xb185bf6cdf7f56fc7a6ef9ed3702745503f79aee,821.0560980676721
0xb35659cbac913d5e4119f2af47fd490a45e2c826,820.0910480663199
0x92a400fbce4cc225a9f1a4e2dff8189fc23e46c5,820.0816157255346
0x089b0f6f6a36c226665b4d624893016ff7e4dbae,820.0
0x716404b8aff660965fc7937c453e23fd0024e590,819.3930597499999
0xd3101bc145a2124694fc287fa2c6ee44a9c22f3f,818.2976590407745
0xdb2c80fac4e3e5b08493f440c58584ac813b147f,818.1690925870073
0xff1882511a5673194b252c35f2530562f74f47e4,817.9362820957361
0x9a8394a13acddacf438dd6decb2e79b5148c8488,816.8606028232634
0x843f9b7cd5928474b93537cfc0a96690c86ce1d1,816.7173005390515
0x65d43a62d60f38292a43b9b8ddc0155574db9b62,815.5462431756467
0x358a0bec7fd9469fddde458527510994ca2217bc,814.7067329329141
0x6a738c309beac3c68ef8f50f3c5880c97dbc7726,813.4689583671596
0x235987b53ed16a5f331c3648f78cbc148a877d27,813.3411744574671
0x839551ad5cd3a17061eb11a3fbb6141293eb92a2,812.5765137603931
0x09a572f21b4e8d51c3edb6bd509a7abed610ac85,811.8414017424438
0x731df5aa088efe96473a29c37bf3095bd113b381,809.5385951035756
0xf27e3c4253ff586bb6335630ca6cec5c59c54ef7,809.1543005130125
0x71dead1ec531d3f32f565b17f4cc0a092b72825e,808.827019408361
0x7d344619d76b9e9ad09d36fc19a30ecdd02d8b2f,807.4091571326803
0x6ffe98093700911583419041574f4b87c7851938,806.6455282121398
0xbd60aaebe9bd294e4b12136b250635a17112a70c,804.9678503176507
0xe7d3beb63e521bfcce3f24179205d43316a86168,801.7037753500001
0xa99dc05afd31dda0773e805ae2086edd99b096e9,801.1302388631345
0xc1669d23c6f87781932ee762af55ee7e6e512fab,800.74307
0x6837047f46da1d5d9a79846b25810b92adf456f6,800.0
0x5259e022cd88761eabf328f29aab25a123112c8a,797.8808194443857
0x609814663bda7909ed99e7fd220b6458cd078874,797.3583336944146
0x9a73ef622b53f30c014019376bb1e2c21d3e7f49,795.655943044013
0xdf83baa213a0a3559f7418ca643a3e32e1518afd,795.0244596416546
0x0557d5aeec6f2dbffdc2a4cdce59ae3286a2e896,794.5122669487059
0xe92fd80a954c5e90e406b90639a2b55634989c0e,794.3119617708719
0x86958a1219ab83c92779285efeb0d9dc186e24c0,794.2883680913224
0x69a00fafe7e935fde9ecb5c53f23e0e409a33e12,792.3581924781892
0xef532911656c39c6bc23fbabd05f816055949cf7,790.9217830265633
0xa94c0199e5f4cfa686ffcf3de838ac8819e1562e,790.2527174624566
0x949373ae3116403db49307a189d235c0b2df60cc,790.2316415314862
0x0435f8bc13635bf3cb934242072eea3eeb09d73e,789.5769151293196
0x003d3e4cb50479af917e883602d163503bf863f4,788.049150240919
0x084cdaa22cbbbaefaf0353fe13870f9988d8d68b,786.6614827713134
0xc3cdbf828d5b3bd7b87f09878b6a08b1575f21bf,783.8627589139854
0x04cb3d335c360c4292ce9d13c78aa0712da6ed6f,782.3543350364386
0x1120324d8266d73cca3cc71cccbd44d919e06e6a,781.6583346011658
0xa80142c35e2aa0cc1400762d5454c5ea0fe55f3f,780.8478405364473
0x6595eca54f4387a3438fa1b25c1e5129a6e99a68,780.7833720588861
0xc7d2e0dd3c0245057fedb03dece6cd6c66124873,780.4405519832276
0xbd7dbb5886786af713ebb1841323c528699bd92d,780.1540733337197
0xb5ac0c92c5c3f9e4323740e4d418e9f0c1fa7dc6,776.867362080441
0x9aca5530dd6ef3ed4772705497b592a844c02c92,776.867362080441
0x91a56b8c4203821bf4267e071b42122f5aef99b5,776.867362080441
0x192a88341096ca9768f8c45063988bbcece6bfa9,776.867362080441
0x383139e5e495da4abf534f124f7ddd1386669c02,776.655004657346
0x44c73f463bbc1f55df42195ea74f0bb0eb722704,776.2721439975612
0x053bbe06ad4f726c55367742a57a194b729a24e7,774.8597250573616
0x328809a567b87b6123462c3062e8438bbb75c1c5,771.9726027601278
0x9023bdd5294316203145b3c62bcfa57fad36cd1d,771.4529288594583
0x84ba92b20ed74713dce9550b2f549d3ae9f5283b,770.3343020891315
0x82683f46c69e068f244d86103317b37ebbf93779,765.4624616668107
0x0057bd83a142da84b6404616c683e21e7dd6fa5f,764.9167671583599
0xc467370dc17f3428ec620fca05c33ea647e80ead,764.1609009891234
0x261ee27941abd5448073a1543eaea86d9968b4a0,763.7320129678917
0x00489ddbf5aa399ee576c066a25cc908e038721f,762.8807930815783
0x1f8231ef50e99d361b5252a24ec2ec44285367e1,761.2263474973039
0x58849fca62ab3eea0ac7eea20c04b5f6cffedd74,758.26580384
0x0ca6a7cddd4a6b13b5352dc0c706431d9f8ea8af,758.2633150528213
0x422931d22512f46cf5d7221aa2124d65d3e19877,758.1800692788433
0xc22f1a68d9f91800cc32234fe62f3edbd26e0e2a,758.0703967080173
0x413cef7d2f4cce6a6ebc77b51e8ba77362e50f13,757.8042459114404
0xc7da5b06cd50127fab218f09a7601718b2dc322e,752.8502038810152
0xb4a4713be66ce3fea970038693c749c3dd460bf1,750.5502396675354
0xafb225aca4a0e79a7857573cad9999db6e87b16b,750.2793089351802
0x86fd21cf488c2a80dc1dff3f47da7bc02c1a70fa,749.9483348260437
0xabfdbdfd20440c6495ca4036807e62bd7b38b88a,749.629618094074
0x79c3c8dc68608b28c1cc8de2d7d8621871a42601,748.1735293523984
0xcda1e9ded9428f0b57feddaccd1e05bc06ea3589,745.1283552620034
0x0a3bfd31570df77c243379606ef1fca7ddd2ec74,743.3491056033926
0x687d395b5908c636b821221201334e8cf29863bf,742.5290523408561
0x3b8c3d713b662477bcac27f7aa483fd2577e44c4,742.1054745886487
0xcb3b366ced5ab2170d2ac72a5a97c4747e9186d8,740.3580925404528
0x1b65ad24aee059222ecea4424b983b6268af2b77,740.34
0x88ba05bd0426ce8908d2a20bab5df904aed12d13,740.015451299021
0x2a068f207215241f406d01c5b0f767ead62f28f1,738.8199280919918
0x5a071ba1181e280845eec8fe4f8d2bf7054bf319,738.5099932735948
0xc48b1d6ef9ac4e6d46445aebdbeb556cfef1ee99,737.8589695562819
0xace5b60106ce26bbf63fd0344ec94f3003e6aff1,737.5453303600001
0x93f8a790510e3393bc3052d61016ca8dee836e16,736.0682414138487
0x258cc47a6c4fb69458f87825d8e3f7b57c90748d,735.5445740537336
0x3576aafaffe4c07f894447265b391856377157db,734.9748451251737
0x3577cc0a19a853ac2cd7b918abf545e776731f73,733.9387461327948
0x51c73c145610da46c36c228adc98e93c8f5c8bb6,733.8173431260627
0xca9d039a49726cc52e035a8402535b958a63bcd4,733.518262301703
0xa3af98d93aab102572eae5c56d27efc0c8937563,731.8802033185992
0xb864abf9fc4d89ff8fa4b3a97735168430f12750,730.425874552525
0x908dbd31ed8ac9ae70db0228c0ca0df59af8fb56,729.2509199297193
0x76f980cfe17d4ff3e3f9ddce2129c17e55a1091d,728.630848552698
0x24dd242c3c4061b1fcaa5119af608b56afbaea95,728.1472140635904
0x97891bb5a666800d2f07c27feb00ddddb69af221,727.1782426725551
0xf66b9004351cc74707808cac94a2d60efc5ac48f,727.1455987536989
0x48a7318111345c91bfbf9d248d922be4e8a3dd62,723.5709214387501
0x1aad8447d1f180cf9e5203e3460232d704f47256,722.0882462924208
0xcc982e0b8843fe6689904b3eaddff88e346288b7,720.8290708791349
0x5a1a4d478f94fab14f74110ce33852581ca96747,719.9031421239237
0x4e39ac121aebe4a612f25cc5d5cb7e125c885cb1,719.9031421239237
0xf8dacc4cd42620118ad0c6fb776d62dda6e993c5,719.230650876543
0xe82f8e68330f133815b075a6dfbd5a48b96e204e,719.230650876543
0xc03817b46795bf3c417a91e3eac4ce382317b884,719.230650876543
0xb58ac3036d70b053760190cd82c46a0fee728d26,719.230650876543
0xaa51b9dd3d52eb0b49cd16b339eeb0833cdccf2c,719.230650876543
0x9c9af5f95fb1db2cb6fd96a5cc5ec4a076098d0f,719.230650876543
0x92654a6ef46119be845eb18dbcf7880471162de7,719.230650876543
0x71274505fac0ae11cc62870ecdfa314210eafcc4,719.230650876543
0x5a79e65f48e07a6751cef24428d4a9917f822190,719.230650876543
0x5a1294196008dff5ce68d19e88d9b31e6edad7c5,719.230650876543
0x5939c186d67f6b15e80952c51a219d358a09bca9,719.230650876543
0x38143a27af08935e3629232de8da513be301a694,719.230650876543
0x5ed5ca3efb5961b98ddd922d8311c0afff93eb37,718.5581596291622
0x1384b4515544e520956e4fa7f5a10c7fb0ac3729,718.5581596291622
0x410c62b06e68e6bc43d8aada409aadc3d2348e10,717.8856683817817
0xda5aa7280481ba6b2886c4de766be4b8b40e4e18,716.270366266231
0xc50936ceadcda9b41bd47c86a4813ded3b9ae40e,715.8681946396396
0x7efd338fb1894aa6bc06533ff09feb5d6a10d196,714.2879558999999
0xce10350f297bd664723a4d590a915113ae64d4bd,713.082421315706
0x3bbf020bf3b4dcf5bcf4704c71a1d9d3017142ac,711.1606762717666
0x7e07aecb9caf967c449012f5e96d9baa50ed5996,709.7054704397631
0x764931bb8eab20139cc0a187bb82b31cbff9ac6c,709.6939776199532
0x329148f9e6c30b4cc6f3aca8560280b39e5aecc7,707.6700000000001
0x0595c933cebec16be24819b481417100db2910cd,707.1220666047922
0xf37f8ce70edc196927456ce96089303c6390792a,705.1583192567521
0x1a795b4d5ebce06f04381e879cf1219f3b43fb19,703.5998923381889
0xcae3c3a245f9c1c73f4caf05f8157d48703801f5,703.5607909984703
0xc2fa554c96051717aa32930833bac68747112e68,700.6879712049227
0x7159517acad8d7cc8ac394d3774f6a9220df45f6,700.0560921631469
0x9a299e6f9c966e77587928840ad53ef0fd9f5f17,700.0351587054507
0x2e2316088c015f4bf27d86a1458a707af536a324,700.0317350743276
0x042810a4f61a86f956898105e8e08819bfbe7695,700.0
0xead0ddf6bde694eed9c87b75556924a26313bf11,699.1
0xdb1f91772c19e39a3e084800f0cbac2d67b5ea4c,698.593455119097
0xa2712116f7bae84018d1c5557e22cf7ff931e9f1,696.8916652457037
0x2ebafe708eb33b3211f15219aa44289400598714,695.545
0xad16ebe6ffc7d96624a380f394cd64395b0c6144,693.5638636082484
0x211c69131bbc33ed5f76bdeaf531808147cd202f,693.53982363226
0xeb1c22baacafac7836f20f684c946228401ff01c,692.8429582770057
0x3eb2fa214ad98c32185bd1b45dc42345b31dbd73,692.2121965984849
0x36dd77f64a2cd3605f47fde256db39062ee23420,692.0657699999999
0x694db880a0929131ffc6ea87fea878b5fad39444,691.8366495942354
0x00920677ec1a0ecd6271cae4ed54576963c6b01a,691.8121530704467
0x2d7d73f0aaa2882f2c1aeedffd761e5da9e9c401,691.0884509927903
0xcad3464301383b92183f92091222ea5e6187b0a3,690.8064434991063
0xdacaa0a24985f662567885a123b3268884a221f1,689.7097586463028
0x32f5b4a9cddc363919f0f4a3d558b2fec57c082a,689.0780191258352
0x12cd3629a7331961c1d06275edf7bcef5ec2e373,689.0652177969062
0xb230628e4855da9f6c2a34b6dae57532a08f5851,688.7972353029892
0x81acc319a1a50c0faebd6882643a0cc8b6da5a18,688.0795590680151
0x42447c26b45328515fafee1e87242cdf2f3753c0,687.7995508641771
0x59cbb50bd76ef8b53b7fe5935fe7521c1f32cff1,684.9341303205996
0x2eeaa7534aa31545e98319ed72827da53264775f,684.2858498903412
0x4bd5e7edbf3d3846e77a7042b329da3f441e8ad4,682.2436322706096
0x5c0fdf40988bf0c03b0a600a37ea57b5909ab28f,681.7816241301902
0x6b0ce027e14e5d7fd4b07db1c39a5a9ef0199b78,681.2600717370867
0x4f844ab1593965cdf41ece3bb38fc4737ece2b82,681.0723482267742
0x352fb838a3ae9b0ef2f0ebf24191acaf4ab9ecec,680.2663649840466
0x9d6d83b7d0d8987b48945cfb225f032c90cd0d18,680.0820317055967
0x3eaa4111e862b2a66e5f02decd22813add4c56f7,678.3735340413664
0xb1645da9e8ad34ef1a503289992f1d08127e941c,677.8175303708524
0xb287797edfb3334f5edce76bdeb02b044260067d,676.8174042738594
0xbe5afc63dc7b7dcd95631d6e37bbe44e9672a9df,676.2881731098179
0xb37287e045646fb6a40fc7424cbb48e9feccaa64,676.1912110441837
0x11cef2922019c399288a4669d147bf1ce54cf3c7,674.316095865203
0x5a6a19033e3790891a00d97be1931e45b2a78ff7,673.7652862035421
0x8605355ca4e07c1b2ceb548a052876a18028d7fd,673.3956421712352
0xd5231d23ed357409a538541358a4a6a0496b22cd,671.0918309413271
0x9f60e4af6020cc6a791b2d1ce9902d25a72ba824,670.2183244116461
0x355382c41debac9ff3161eaa37472e8efeb0db6a,669.8509654695513
0xac34457d13cd6bd41be54ef3644e5be9ffe683e4,669.5338220270387
0x7cef5539420cccebdcfc0f368ef06bf4040e9137,668.6974241853652
0x8d65e92d0e18cbcb8f2c06ae6d81950874466551,668.4852491284544
0x29c8f2a238f0e2c90cf72133873ebcaa31bd1c4c,667.3399684603161
0xc584f09928d490237831f6e5da805cba82652497,667.0196265271609
0x844085d08a884ad45c7aa1f05ccb3e07a8b630b8,666.6940374085965
0x144e1547ad7be53ed5f751406a661540b860d522,665.0714288061149
0x2305458b587c0709ae38d9b2396a2c7a1a69d8c1,663.6684128879181
0x699ebd1bea0977e7e4e20bc9c9b502ea9bcd4ae0,662.6329042475606
0xa96343032f0dfe966cc7c37ec2fe7f61fe8f4801,662.0350545767814
0x89ec3894e7832541eb1730263ea3532c0ee6bb67,661.5261331624271
0x266a9ec6801a30096e08563ba2e7630617f1912b,660.4130421790851
0xae354a3233e36bc91149419e068658c01bacb9a8,660.1751300000001
0x809d12198fcb3f30e9d5c6b412de8dd07933df0f,658.7314286649864
0xaf5a7373f97533262e54d79ae6f0c77bfd6ffb86,657.8068888196005
0xc2bf1de8ea815eb7b39087b72fdca3079cabd877,655.3682978277222
0x42e5048f64c79d130e9778b4956b3c99595525ab,655.3437372600285
0x8edb046b1dcaa1222d4779eb814c15f2f358f6b7,652.5578603689702
0xb360c432dd65097ca5c2a4401885152dcbce7887,652.4064426122249
0xaed5bd19d38b1c98bab37fcfac4b69f17eba7563,651.3963526666013
0x8f467440b06b87ce38fc7bc0125e47955a438c44,651.1418139634553
0x4f6fff5cd87eaf8cf09467366fe783e7ecb1317b,650.8728556948433
0xbff591ab353b40aaa0e0047424765d36ceaccbfc,650.2939888729471
0x863c0b3a8f567c1adf95b460caac77fc1d378236,650.2604999818158
0x4de3f3e6def583303b164bcaf1deefac12be01c6,650.230650876543
0x2fb54d28c5584265ef8ab86576d7c1e6ddf762a1,650.1630687671575
0xd69fc765223e54eb1fcd2a49d75736324563e516,650.0
0x41c9926ad77da76c059ed995f3b0df00ac90b3f6,649.2181937076344
0x3f44d8d0f5c39431a1f405d373b1b823628921af,645.8510980192755
0x973f891536483cc32ccb9a93c152dee1dbc229f2,643.5449238356227
0xccddcc9869456afbdee89d302e064d63e4132406,643.2797269560391
0xaa1ad4784c1f3099447d85e97aa551614bcf601c,643.2513334418157
0xf0f84332ef58fcd4f9f53014250159304779aeba,642.5505352343329
0x4afb93b8b4d9bc77471eaf50a1b643a342f6507f,642.3589233737268
0xad5fb9b972712a95df5a221d8317c0baadc144f7,640.9294682978391
0x34758cc1a7ecd316333f9d6c54b5e82615ab4ba3,639.1918936932539
0x1d5460f896521ad685ea4c3f2c679ec0b6806359,638.8165030521382
0x183b55b55127d35d3424e838aad045692045a144,637.4787249785758
0xee43ac49631b4488e7c2c3d7e354ca1e17512fa2,636.1503749525045
0xfe1f5f0a212b0dfacaa37b3be5aedbb237162410,635.8160201579357
0x12f8976ba98dba27de83f65b5aefeec690f862a9,635.0602305417466
0xd0482c09b1f1dbe2a74e4612234b0fffe8e7819e,633.503062455761
0x42abeb835c451f824eff13110a7ecba9ffbdc478,632.4138735966195
0x1ccb144b700ec726d37db38c617e154de6d9c0d0,632.3346783768566
0x9845a23fa44fa212600c308701c1c86d6b5c599c,631.1265492517666
0x30fedb223ada290b7fadd9ad650aadab40365062,630.2172771694837
0x4e99ca9c4fbe20516f1c5ea8e07d78212e8d0847,629.6710596833784
0xae49b5297096b9ed20ede4089b422caaae005228,627.6563706953076
0x94fce6639079e0a2a46e3e8d2af801dae47ffa8f,627.1138342223544
0x2efae224b795420e450a09de3ef6a13cb420baa2,626.6135115882279
0x8c48dcda9068e1b398eeefe0b6fc8d3355debe22,626.276849742339
0xa7126f204c3dc45ef9f920c72e70c9e5474e6434,625.6032965854331
0x4a3755eb99ae8b22aafb8f16f0c51cf68eb60b85,625.363314043851
0x728c2c10347a1d16e12afe890ae73005db30c992,624.1364093616927
0x30d36fcc4010a1e16025b3dd9e0019b618994b03,623.7613070837166
0xa525fcb70404336c591833a85abb1663b779cddf,623.3943228941674
0x2643796cb6b4e715140f09c352ea26afff1a7d93,623.2219726698218
0x82e206cba10ad5a050f39c30ce5ad34d040dc6db,623.2078868226423
0x3c71010f954e13299485626f1eae9a05b6ad3e8a,622.3102678307183
0x448fa9d4442bb840deeb5bdc1388d5b0fe3a9820,620.7792808123625
0xb547c7201209482f51fef62cab28b33f1e15aa53,618.9407524180868
0xf82439dd468efce1b3d6bcf316191dd7670bca7c,618.1009670140163
0x10a1db5d3a971cf1e565b28a86d5ce9e576a7b81,617.8695016861503
0x86338bb91bf39a95fc1a23834941dafd53b8cd06,617.85391052991
0x4fc34b06eec4341c1594a88a1d55c3ffe932f597,614.2081956368172
0xe912043ad95af131b4a7a15d8244884abcbc0429,613.1250525492795
0x1e4cfc9d97d49cab02a9cd42d87c873bb304eb05,612.0792924047713
0xd8742073f4f44d0046916a9b62a955a36e0c0e5f,612.0552098291423
0x571c9b09afe7248421563e7958459413b3af98fc,611.57235195
0x9da53532111faa9a5f004f604fa9f1b377075c56,610.7260000000001
0x18ffe0ef3ab518d59e29d672fddef0d0131578a0,610.2756248385639
0x4d35e31648c8865f8ba3b8855ac60c1c60ec2d3f,610.1734978131209
0xbd62733905dee3384d2f6f2b2e904f782a13036d,609.25587146473
0x91a97dfbfa6f9bccf8d528c5a1f6dc24c8a615e0,608.9311846931108
0xa9b5da22440dedd72535ec0525582ca0b63be5e1,608.7260000000001
0x379ad3354f79921e39b7d0eeb4f40eea06425b98,608.660846081196
0x904de49b43b8786e6a21e02d3a8ef045bf6a92a9,607.8670756122713
0x3c41c52296979bc23c5b6a092f47f7de4b972a5e,607.7901301595344
0xc9a20892572d70e79d6fc2fb2a47cc888ee525c6,606.9303795906649
0xf8e63ce2b3c53a8fe9a014e3468c89ad3c321c0a,606.7137856257757
0x7f110211543e72129b6b038b2a4effca53811017,606.214200463666
0x0129a1c503c9934a2ad243491fe812061c212fc3,605.553562080441
0xe42870abb8f5453bf9c24acd56719c590e117910,605.4605253316347
0xf2fc892056888e637cb2d77f0cd03b05676dbd5e,604.5385078433939
0xbdb548345e01e50e666dee3dc8de13a3ad5fecec,604.5059665650646
0xa59f0dee4bcf71e2d7a395c83fc7ba0b92c3813a,604.4722635656366
0x349b45fb24c7c528eb7889f337bcce4b8504b9f0,604.2018623818741
0xcb61b2c001b63eec94de6c9107e9c67ec9bf58dc,603.7278061401801
0x4d4025858175850aa10fc228d06c4c3ac765d25f,603.6105114329113
0xca392833d0974a9907d558824a1fd51fa598f1f9,603.2017637368692
0x18fefe05f50c8875aadc26883c31b817a9452e1e,602.5983076840668
0x978c64e04c0e4b18d0b998d75ba237ff5f9c177a,602.5906427434481
0x3d26d281e4a971a2e6ce7c9ffcb08cee6e85bddb,601.7193766365341
0xc073e3db12d8f67c2337531f19b9a2f1a00344b4,601.3647385073567
0x99d6d24012361620bfa1a3f16d4e745066fc7c69,601.3522817091009
0x46848fa6e189b5e94c7b71566b3617e30a714403,600.7821947047165
0x261105a40315474d44fcd8433d95971888ce4792,600.5402541131624
0x7d8f49ad2907babb9d0809589599b44778e41c58,600.3466825732268
0x523e91534bf9b147d139e99a5e14709189e5654f,600.0
0x47b982b6fbd7cd7f6ec19a2f2dad47e38097c3f0,600.0
0xa212390416378a14b050a98c0873abac959d196f,597.8123411634122
0x022111936500251ea358a98cbb158d77580efb42,595.8889007686646
0x359b0ceb2dabcbb6588645de3b480c8203aa5b76,595.6711019681452
0x78dbaa564196e52d16caf9a4745a461748c6a99d,595.3858252246354
0xe9c04a03353d44046509c3b700cfa43cb114057b,595.189850462511
0x90876256884227ca24babf9109b27c6d0c4a47ea,594.9212355693317
0xe3a586c6face4a83a7b9d8ea33a5122681691bb9,594.2146259435506
0x96afb791068b50edab3e7ad415e96fa246375258,592.558514792215
0x9726568bf0bff545b0bca6278e75881099629f3d,589.2098580606655
0x32088b59edb91cb507f99879737cd78d45829f2e,588.7323067198771
0x144abc35f51f72f76a77ef3c04d9d61715bccd53,586.5583838913692
0xe9aa76f2f3f0322725d018bcecd29269f0d2f20b,586.4896024703165
0x441d613c9193311a418960fca5ff839788019616,584.586432760936
0xa36dd9897d3464961d1a7ec39b9fe91b6ade3204,584.1966841746524
0x0a8a72e9989243e454585a63438c7874a0bbcd79,583.7608725748916
0x79745ee64bbf7564c43f5b440051785020625667,583.7440702936434
0x3a6f0416fb5678efe6ec415c984b0d64e456e2f7,583.6099346383544
0x2e40afe82d94e53c48655e8d5233294c62f85831,583.1877973625521
0x0449e53aa1a3f75133df621d0ee755d5381a934e,583.1533512262475
0x3b78637e124f302ca73257ea6babc705ac0208dc,582.35667557
0x10b755b736c5b0d3af0801ea79e644c18f517b16,581.8688592766584
0xe62affd664d914d71d6bbd4b4941613cfd81ca1e,580.8607846159455
0xd32b717534c33849c7fc8d9e1f4baf73c65893ad,579.8683837685419
0xa0b0e61e3eafee16b8fa30d97bc49f4151070b43,578.4468654505497
0xd6a11a700a96bcc99cd0026562b11b03383043c0,576.9836981675893
0x613d7a8f4fbbefb1bc60107e650589a737ee914b,576.6639271740656
0xf7c5a0a318960a961ae4a138403b25be10eb9cba,576.1537278725175
0x2ffee41d444122d558ad169c09b4b8f12eb76faf,574.6319295380492
0x655b8975c3ea6960e55a3afa32eba6f2cdbd732a,574.2543900347738
0xcd66956710df6f5b29e6c4c27d36fb6cba1f2916,573.2365287788559
0x905272e589418183a7177b0689eb9d0ffc7f7dce,570.6728477754713
0xe7e7f922cfc016b96658b4a5dd26f59231f3c93e,570.4619213254782
0xcd0d4cdb238eec15fcf4ff9d13d5a59051e507d7,570.4035859393287
0xa10e51497b4b471de5cc80becf8ecb3c22ccd8dd,570.3350211721132
0xeb209be4139e7c27e068082e32473be212f81c50,568.8334663158455
0x2fd65318323081d6d08ef6819b8cbc56ff3361af,568.033411558346
0xbb60c58b0e121768ba35f7bbe58896d75b358a80,567.111776960333
0x7bdeb9f54ef86b6ac13daf2e217c0a4ad4a593df,566.8990591373064
0x193b778c4c03a6e37a3287be4b332ef1053aa5fe,566.8356177282537
0x7344ff300b5f53375ea3e2ab993aacf9b2e337ac,566.128260867074
0x09c41efc1c7e2c2a11bb153ef39affeaff2cedcd,565.0912642475555
0x7b052756f8cb2fdcd9de2f1665d0d6648317346a,564.4695775494313
0x8c15b9125c65ed38db25e42a8c46b8f0ba5b2bdb,563.8396573411612
0x9b8ecc555143fc33b9809e7f4dc69179161208ae,563.2417121696997
0xf0fa01501bb9ec23abdafd69dca839dd5bb545df,561.7528946106614
0x0c766b10722649e63855eda978172a9fb6731cf7,561.5015435719959
0xb1d5604b8ad680ceb7147ef9a23237b68a21d73b,560.5475873808371
0xa8b6021f99d97fc552fddd85b90695e5f249c8a4,559.9621602025368
0xeb1afebd776c9669ce0eb3cb2e14346751223c60,558.7382734662466
0x503612b9914f1c74618d30ea167d58a55d132335,558.5440793518532
0x0f81377675987dd50e019770ec88eaeba937901b,557.457794045227
0xfc3714de36dd61318ea693024de1fa836b565598,557.3428486531159
0x658ab0a138f70105859050d625f7b9893c64c325,557.0198120828783
0x1e51745bdb4436563097833ba83dcc51109d9fa8,556.8424432854146
0xd39c1775e98a73fd0a9c8ecac8c9fedb9bb81e45,556.8271496567437
0xbee89bd324227d43fff72fe89d2bd9dcfe826f7b,556.1930100042028
0x95b6d4373e58aee648f694610cf4410bf6dfa53e,555.92602583913
0x8b5e4bda66720fe6b1679c0ac78b00e82463a10f,555.92602583913
0x4bba050663e7a47db4d5cf18103ec9b3e43461ad,555.6809902442959
0x5972e4bfe09ed3fd54efb2c6d82d7320e888a2f3,555.6718791580784
0xcd34718e8abf8d984e7d5e97149eae19409c11f9,555.3006029482183
0xdd76c6f936238d7eab8f951543f12acbaeb76e47,555.0
0x2c1877cdfa3649122cc0f41423a2a185217a2e23,553.42602583
0x0e411a9fab733c4b2db0ad4b4daac0dc7c1f9a0d,553.27750272172
0xddd72a7aecf629718cbd34e8c976365d1b725ed1,551.92696969896
0x3e5e6421b08667d7c06f79b64f096e07fd2e07c1,551.1626326276225
0x32157d60ea786a358395a9254fbc9ecd4dab860e,550.5070000000001
0xac236ea8ed1c73a83b5a10d17988028fec528f59,550.4411338604452
0x43930ff04d18a5b59805151c1eb403c55870641e,550.3095462371621
0x6fde30a7f4709a1739a32a8235af651c038cedf9,550.1421321838923
0x677a336c792822837cfe8516e7e63f7471122a24,550.0787452688548
0xf8e30c251aa7974aa0a2d9e452d863681f8b59ac,550.0
0x9cead5773f576e9ae649251339b5f71c21edee3c,549.9897495308147
0xaedfcb716beaa29543e754b143156df9971c7ff5,548.7391173971424
0x6bd141a70c694f3626213e44ba8705c158166ae9,547.6883738699166
0x11eaa7b72196997ddfe80949f3292d3bda5a5709,546.7909518511262
0x618208c77c81898331ec6880ef5f1ffa758d3915,546.175075827585
0x2d59d742cce3a02e6a13958019f1a73efdf66c11,545.5487959825551
0x0f074f2afd529ecb38c08bb5bcdac57cc6a3dd8b,545.4653269448626
0x73342f619780312b3f6d85af48c64aaf8c32315d,545.2877035059095
0x700a023f22c4a4fbfdeed3d00b951ef8ea932be1,543.33570351421
0x82c631c06b2f4c8a2812f029788b2c6d99d2b8ea,542.1558227268597
0x22957b3dfd9e2ace519c86e0d3585329f50af7c7,538.8763781466039
0x1122a796fcb9d6f76926bccc840ae858e788cd6d,538.7277852426852
0x657aa7705c68b4c129f3b90c6aa45d7a4171f87c,538.5918720314069
0x559f046932523496a9e8a22372121936706f5633,537.6173256210624
0xa3b7b6caf90db3a61e412fcd7c7fce050190a4fa,536.6686183429829
0x124aa56c754024cbae9993f48e4fea5736d09469,536.5345926773687
0xa4f5f6501c3d7ee7bfdfae25f2c1a22b764dcd4b,536.3734225970495
0xa2a2602bc84371e6a7af8b88467e8b3f10aa7658,535.2934237975294
0x00682c5bfa15039fe6fc90dc9efd129e758319d1,533.9157632800443
0x940e9bc2ff52662e0fef10ed5dc6a7c888621d8b,533.9011731467843
0x20f8170f595bd82dd166553fc8e7267e273da1e5,532.8597845675328
0x22ecf64f6bf411ef54354524c5e82e4ea997d476,532.8409200647792
0xed0270e6264da9e96ae441b6f29e6fc88191e0e8,532.49274645
0xad52b9562cb845439f4c5111e558d8bedbab036b,531.8522459904643
0x931c2bb06f3268b796243e00994425d77594f72f,531.1773334516133
0xdc6f07e46b488bc7289f5c6692502f57838d91a5,531.0
0xdfa7d985aa3c73e6cd87cc088943627427c56c9e,529.5374488133903
0xb88298e585c87e6d8820d7ee270b4719844db93e,527.7547048914889
